Plant Name,Min Temperature,Max Temperature,Avg Temperature,Avg Rainfall,Soil,Zone,Humidity,Sunlight,Is_grow
Blackberry,-28,34,3,850,Alluvial,CWA,50,6,1
Blackberry,-27,40,6.5,1325,Black,BSH,90,5,0
Blackberry,-23.67,34.67,5.5,891.67,Laterite,CWA,56.67,6.67,1
Blackberry,-17.6,35.6,9,950,Black,AW,66,7.6,1
Blackberry,-33.4,37.6,2.1,985,Arid,BSH,78,2.6,0
Blackberry,-19.33,35.33,8,933.33,Laterite,AW,63.33,7.33,1
Blackberry,-35,37,1,900,Black,BSH,75,2,0
Blackberry,-33.4,37.6,2.1,985,Laterite,BWH,78,2.6,0
Blackberry,-31.8,38.2,3.2,1070,Red & Yellow,AF,81,3.2,0
Blackberry,-28,34,3,850,Laterite,AW,50,6,1
Blackberry,-28,34,3,850,Red & Yellow,AW,50,6,1
Almond,5,37.33,21.165,1000,Red & Yellow,CSA,75,10.33,0
Almond,7.57,25.14,16.355,893.92,Alluvial,CWB,43.78,6.38,1
Almond,8.25,26.5,17.375,916.67,Red & Yellow,CWB,48.33,6.83,1
Almond,3,32,17.5,850,Red & Yellow,BSH,65,9,0
Almond,6,40,23,1075,Laterite,BSH,80,11,0
Almond,9.76,29.51,19.635,966.89,Mountain,CFA,58.38,7.84,1
Almond,8.54,27.08,17.81,926.35,Mountain,CFA,50.27,7.03,1
Almond,4.5,36,20.25,962.5,Laterite,CWB,72.5,10,0
Almond,7.83,25.67,16.75,902.78,Mountain,CWB,45.56,6.56,1
Almond,9.35,28.7,19.025,953.38,Mountain,CFA,55.68,7.57,1
Almond,9.33,28.67,19,952.78,Red & Yellow,CWB,55.56,7.56,1
Almond,9.27,28.54,18.905,950.68,Alluvial,CWB,55.14,7.51,1
Almond,6,40,23,1075,Mountain,DFC,80,11,0
Almond,7.41,24.81,16.11,888.51,Alluvial,CWB,42.7,6.27,1
Almond,8.58,27.17,17.875,927.78,Red & Yellow,CWB,50.56,7.06,1
Almond,4,34.67,19.335,925,Alluvial,AM,70,9.67,0
Almond,8.22,26.43,17.325,915.54,Mountain,CFA,48.11,6.81,1
Almond,5,37.33,21.165,1000,Red & Yellow,AW,75,10.33,0
Almond,7.97,25.95,16.96,907.43,Alluvial,CWB,46.49,6.65,1
Almond,8.75,27.5,18.125,933.33,Red & Yellow,CWB,51.67,7.17,1
Almond,8.38,26.76,17.57,920.95,Alluvial,CWB,49.19,6.92,1
Almond,9.84,29.68,19.76,969.59,Alluvial,CWB,58.92,7.89,1
Almond,3,32,17.5,850,Alluvial,AM,65,9,0
Almond,9.11,28.22,18.665,945.27,Mountain,CFA,54.05,7.41,1
Almond,8.08,26.17,17.125,911.11,Red & Yellow,CWB,47.22,6.72,1
Almond,8.75,27.5,18.125,933.33,Mountain,CWB,51.67,7.17,1
Almond,6,40,23,1075,Red & Yellow,AF,80,11,0
Almond,7.17,24.33,15.75,880.56,Mountain,CWB,41.11,6.11,1
Almond,8.67,27.33,18,930.56,Red & Yellow,CWB,51.11,7.11,1
Almond,8.95,27.89,18.42,939.86,Alluvial,CWB,52.97,7.3,1
Almond,7.67,25.33,16.5,897.22,Mountain,CWB,44.44,6.44,1
Almond,7.65,25.3,16.475,896.62,Mountain,CFA,44.32,6.43,1
Almond,7.58,25.17,16.375,894.44,Red & Yellow,CWB,43.89,6.39,1
Almond,5,37.33,21.165,1000,Alluvial,CWA,75,10.33,0
Almond,3,32,17.5,850,Red & Yellow,CWA,65,9,0
Almond,9.67,29.33,19.5,963.89,Mountain,CWB,57.78,7.78,1
Almond,6,40,23,1075,Red & Yellow,BSH,80,11,0
Almond,6,40,23,1075,Alluvial,AM,80,11,0
Almond,7.5,25,16.25,891.67,Red & Yellow,CWB,43.33,6.33,1
Almond,4.5,36,20.25,962.5,Arid,BWH,72.5,10,0
Almond,3,32,17.5,850,Mountain,CWA,65,9,0
Almond,4.5,36,20.25,962.5,Arid,BSH,72.5,10,0
Almond,9.17,28.33,18.75,947.22,Red & Yellow,CWB,54.44,7.44,1
Almond,7.81,25.62,16.715,902.03,Mountain,CFA,45.41,6.54,1
Almond,10,30,20,975,Alluvial,CWB,60,8,1
Almond,9.5,29,19.25,958.33,Mountain,CWB,56.67,7.67,1
Almond,3,32,17.5,850,Black,CWA,65,9,0
Almond,6,40,23,1075,Arid,BWH,80,11,0
Almond,6,40,23,1075,Red & Yellow,ET,80,11,0
Almond,3,32,17.5,850,Alluvial,CWA,65,9,0
Almond,5,37.33,21.165,1000,Red & Yellow,AM,75,10.33,0
Almond,8.14,26.27,17.205,912.84,Alluvial,CWB,47.57,6.76,1
Almond,3,32,17.5,850,Laterite,CWA,65,9,0
Almond,7.24,24.49,15.865,883.11,Alluvial,CWB,41.62,6.16,1
Almond,4.5,36,20.25,962.5,Red & Yellow,ET,72.5,10,0
Almond,7.08,24.17,15.625,877.78,Mountain,CWB,40.56,6.06,1
Almond,3,32,17.5,850,Laterite,BWH,65,9,0
Almond,3,32,17.5,850,Laterite,BSH,65,9,0
Almond,8.62,27.24,17.93,929.05,Mountain,CFA,50.81,7.08,1
Almond,7.89,25.78,16.835,904.73,Alluvial,CWB,45.95,6.59,1
Almond,7,24,15.5,875,Mountain,CFA,40,6,1
Almond,8.17,26.33,17.25,913.89,Mountain,CWB,47.78,6.78,1
Almond,4.5,36,20.25,962.5,Black,CWA,72.5,10,0
Almond,9.75,29.5,19.625,966.67,Red & Yellow,CWB,58.33,7.83,1
Almond,5,37.33,21.165,1000,Mountain,DFC,75,10.33,0
Almond,5,37.33,21.165,1000,Red & Yellow,CWA,75,10.33,0
Almond,7,24,15.5,875,Mountain,CWB,40,6,1
Almond,5,37.33,21.165,1000,Mountain,CWA,75,10.33,0
Almond,4,34.67,19.335,925,Mountain,AW,70,9.67,0
Almond,4.5,36,20.25,962.5,Laterite,AW,72.5,10,0
Almond,7.16,24.32,15.74,880.41,Mountain,CFA,41.08,6.11,1
Almond,7.73,25.46,16.595,899.32,Alluvial,CWB,44.86,6.49,1
Almond,3,32,17.5,850,Laterite,AM,65,9,0
Almond,8.46,26.92,17.69,923.65,Mountain,CFA,49.73,6.97,1
Almond,3,32,17.5,850,Mountain,AM,65,9,0
Almond,6,40,23,1075,Alluvial,BWH,80,11,0
Almond,4.5,36,20.25,962.5,Black,AW,72.5,10,0
Almond,6,40,23,1075,Arid,BSH,80,11,0
Almond,9.43,28.86,19.145,956.08,Alluvial,CWB,56.22,7.62,1
Almond,9.42,28.83,19.125,955.56,Red & Yellow,CWB,56.11,7.61,1
Almond,4,34.67,19.335,925,Red & Yellow,CWA,70,9.67,0
Almond,7.33,24.67,16,886.11,Mountain,CWB,42.22,6.22,1
Almond,10,30,20,975,Mountain,CFA,60,8,1
Almond,6,40,23,1075,Red & Yellow,AM,80,11,0
Almond,3,32,17.5,850,Mountain,DFC,65,9,0
Almond,6,40,23,1075,Black,AW,80,11,0
Almond,7.08,24.17,15.625,877.78,Red & Yellow,CWB,40.56,6.06,1
Almond,9.51,29.03,19.27,958.78,Alluvial,CWB,56.76,7.68,1
Almond,9.17,28.33,18.75,947.22,Mountain,CWB,54.44,7.44,1
Almond,6,40,23,1075,Mountain,AM,80,11,0
Almond,7.89,25.78,16.835,904.73,Mountain,CFA,45.95,6.59,1
Almond,8.95,27.89,18.42,939.86,Mountain,CFA,52.97,7.3,1
Almond,3,32,17.5,850,Laterite,CWB,65,9,0
Almond,8.5,27,17.75,925,Red & Yellow,CWB,50,7,1
Almond,4,34.67,19.335,925,Alluvial,CWA,70,9.67,0
Almond,8.7,27.41,18.055,931.76,Mountain,CFA,51.35,7.14,1
Almond,8.38,26.76,17.57,920.95,Mountain,CFA,49.19,6.92,1
Almond,7.42,24.83,16.125,888.89,Red & Yellow,CWB,42.78,6.28,1
Almond,9.35,28.7,19.025,953.38,Alluvial,CWB,55.68,7.57,1
Almond,9.92,29.83,19.875,972.22,Red & Yellow,CWB,59.44,7.94,1
Almond,9.92,29.84,19.88,972.3,Alluvial,CWB,59.46,7.95,1
Almond,4,34.67,19.335,925,Mountain,AM,70,9.67,0
Almond,8.25,26.5,17.375,916.67,Mountain,CWB,48.33,6.83,1
Almond,8.83,27.67,18.25,936.11,Red & Yellow,CWB,52.22,7.22,1
Almond,7.5,25,16.25,891.67,Mountain,CWB,43.33,6.33,1
Almond,3,32,17.5,850,Mountain,AW,65,9,0
Almond,7.32,24.65,15.985,885.81,Alluvial,CWB,42.16,6.22,1
Almond,7.16,24.32,15.74,880.41,Alluvial,CWB,41.08,6.11,1
Almond,8.05,26.11,17.08,910.14,Mountain,CFA,47.03,6.7,1
Almond,9.03,28.05,18.54,942.57,Alluvial,CWB,53.51,7.35,1
Almond,8.08,26.17,17.125,911.11,Mountain,CWB,47.22,6.72,1
Almond,5,37.33,21.165,1000,Alluvial,BWH,75,10.33,0
Almond,8.78,27.57,18.175,934.46,Mountain,CFA,51.89,7.19,1
Almond,5,37.33,21.165,1000,Mountain,AM,75,10.33,0
Almond,3,32,17.5,850,Arid,BSH,65,9,0
Almond,9.19,28.38,18.785,947.97,Mountain,CFA,54.59,7.46,1
Almond,7,24,15.5,875,Red & Yellow,CWB,40,6,1
Almond,8.58,27.17,17.875,927.78,Mountain,CWB,50.56,7.06,1
Almond,3,32,17.5,850,Alluvial,BWH,65,9,0
Almond,9.25,28.5,18.875,950,Red & Yellow,CWB,55,7.5,1
Almond,9.03,28.05,18.54,942.57,Mountain,CFA,53.51,7.35,1
Almond,4,34.67,19.335,925,Mountain,DFC,70,9.67,0
Almond,9.08,28.17,18.625,944.44,Red & Yellow,CWB,53.89,7.39,1
Almond,9.08,28.17,18.625,944.44,Mountain,CWB,53.89,7.39,1
Almond,6,40,23,1075,Laterite,AW,80,11,0
Almond,4,34.67,19.335,925,Alluvial,AW,70,9.67,0
Almond,3,32,17.5,850,Red & Yellow,ET,65,9,0
Almond,9.43,28.86,19.145,956.08,Mountain,CFA,56.22,7.62,1
Almond,8.17,26.33,17.25,913.89,Red & Yellow,CWB,47.78,6.78,1
Almond,9.75,29.5,19.625,966.67,Mountain,CWB,58.33,7.83,1
Almond,4.5,36,20.25,962.5,Black,BSH,72.5,10,0
Almond,6,40,23,1075,Laterite,BWH,80,11,0
Almond,5,37.33,21.165,1000,Mountain,ET,75,10.33,0
Almond,3,32,17.5,850,Red & Yellow,AF,65,9,0
Almond,7.49,24.97,16.23,891.22,Mountain,CFA,43.24,6.32,1
Almond,9.92,29.84,19.88,972.3,Mountain,CFA,59.46,7.95,1
Almond,8.78,27.57,18.175,934.46,Alluvial,CWB,51.89,7.19,1
Almond,6,40,23,1075,Black,CWA,80,11,0
Almond,7.17,24.33,15.75,880.56,Red & Yellow,CWB,41.11,6.11,1
Almond,7.67,25.33,16.5,897.22,Red & Yellow,CWB,44.44,6.44,1
Almond,7.49,24.97,16.23,891.22,Alluvial,CWB,43.24,6.32,1
Almond,9.51,29.03,19.27,958.78,Mountain,CFA,56.76,7.68,1
Almond,3,32,17.5,850,Mountain,ET,65,9,0
Almond,4,34.67,19.335,925,Alluvial,BSH,70,9.67,0
Almond,8.3,26.59,17.445,918.24,Alluvial,CWB,48.65,6.86,1
Almond,9,28,18.5,941.67,Mountain,CWB,53.33,7.33,1
Almond,8.67,27.33,18,930.56,Mountain,CWB,51.11,7.11,1
Almond,3,32,17.5,850,Red & Yellow,CSA,65,9,0
Almond,5,37.33,21.165,1000,Alluvial,AW,75,10.33,0
Almond,7.33,24.67,16,886.11,Red & Yellow,CWB,42.22,6.22,1
Almond,4.5,36,20.25,962.5,Laterite,CWA,72.5,10,0
Almond,4,34.67,19.335,925,Red & Yellow,AF,70,9.67,0
Almond,8.86,27.73,18.295,937.16,Mountain,CFA,52.43,7.24,1
Almond,9.68,29.35,19.515,964.19,Mountain,CFA,57.84,7.78,1
Almond,7.73,25.46,16.595,899.32,Mountain,CFA,44.86,6.49,1
Almond,9.27,28.54,18.905,950.68,Mountain,CFA,55.14,7.51,1
Almond,4,34.67,19.335,925,Red & Yellow,CSA,70,9.67,0
Almond,6,40,23,1075,Laterite,CWA,80,11,0
Almond,6,40,23,1075,Red & Yellow,CWA,80,11,0
Almond,6,40,23,1075,Mountain,ET,80,11,0
Almond,8.22,26.43,17.325,915.54,Alluvial,CWB,48.11,6.81,1
Almond,5,37.33,21.165,1000,Alluvial,AM,75,10.33,0
Almond,8,26,17,908.33,Red & Yellow,CWB,46.67,6.67,1
Almond,5,37.33,21.165,1000,Red & Yellow,AF,75,10.33,0
Almond,7.92,25.83,16.875,905.56,Mountain,CWB,46.11,6.61,1
Almond,10,30,20,975,Mountain,CWB,60,8,1
Almond,9.67,29.33,19.5,963.89,Red & Yellow,CWB,57.78,7.78,1
Almond,7.65,25.3,16.475,896.62,Alluvial,CWB,44.32,6.43,1
Almond,6,40,23,1075,Alluvial,BSH,80,11,0
Almond,7.81,25.62,16.715,902.03,Alluvial,CWB,45.41,6.54,1
Almond,9.92,29.83,19.875,972.22,Mountain,CWB,59.44,7.94,1
Almond,9.33,28.67,19,952.78,Mountain,CWB,55.56,7.56,1
Almond,3,32,17.5,850,Laterite,AW,65,9,0
Almond,9.59,29.19,19.39,961.49,Alluvial,CWB,57.3,7.73,1
Almond,6,40,23,1075,Mountain,AW,80,11,0
Almond,8.7,27.41,18.055,931.76,Alluvial,CWB,51.35,7.14,1
Almond,3,32,17.5,850,Red & Yellow,AM,65,9,0
Almond,8.5,27,17.75,925,Mountain,CWB,50,7,1
Almond,9.5,29,19.25,958.33,Red & Yellow,CWB,56.67,7.67,1
Almond,6,40,23,1075,Mountain,CWA,80,11,0
Almond,4,34.67,19.335,925,Red & Yellow,AM,70,9.67,0
Almond,9.68,29.35,19.515,964.19,Alluvial,CWB,57.84,7.78,1
Almond,5,37.33,21.165,1000,Alluvial,BSH,75,10.33,0
Almond,8.42,26.83,17.625,922.22,Mountain,CWB,49.44,6.94,1
Almond,7.92,25.83,16.875,905.56,Red & Yellow,CWB,46.11,6.61,1
Almond,7.75,25.5,16.625,900,Red & Yellow,CWB,45,6.5,1
Almond,9.25,28.5,18.875,950,Mountain,CWB,55,7.5,1
Almond,7.08,24.16,15.62,877.7,Alluvial,CWB,40.54,6.05,1
Almond,4,34.67,19.335,925,Mountain,ET,70,9.67,0
Almond,7.08,24.16,15.62,877.7,Mountain,CFA,40.54,6.05,1
Almond,7,24,15.5,875,Alluvial,CWB,40,6,1
Almond,8,26,17,908.33,Mountain,CWB,46.67,6.67,1
Almond,9.83,29.67,19.75,969.44,Red & Yellow,CWB,58.89,7.89,1
Almond,3,32,17.5,850,Arid,BWH,65,9,0
Almond,6,40,23,1075,Black,BSH,80,11,0
Almond,9.19,28.38,18.785,947.97,Alluvial,CWB,54.59,7.46,1
Almond,8.3,26.59,17.445,918.24,Mountain,CFA,48.65,6.86,1
Almond,9.59,29.19,19.39,961.49,Mountain,CFA,57.3,7.73,1
Almond,4.5,36,20.25,962.5,Laterite,AM,72.5,10,0
Almond,9.84,29.68,19.76,969.59,Mountain,CFA,58.92,7.89,1
Almond,7.24,24.49,15.865,883.11,Mountain,CFA,41.62,6.16,1
Almond,7.32,24.65,15.985,885.81,Mountain,CFA,42.16,6.22,1
Almond,6,40,23,1075,Alluvial,AW,80,11,0
Almond,6,40,23,1075,Red & Yellow,AW,80,11,0
Almond,9.76,29.51,19.635,966.89,Alluvial,CWB,58.38,7.84,1
Almond,8.05,26.11,17.08,910.14,Alluvial,CWB,47.03,6.7,1
Almond,3,32,17.5,850,Black,AW,65,9,0
Almond,9,28,18.5,941.67,Red & Yellow,CWB,53.33,7.33,1
Almond,6,40,23,1075,Laterite,CWB,80,11,0
Almond,9.11,28.22,18.665,945.27,Alluvial,CWB,54.05,7.41,1
Almond,10,30,20,975,Red & Yellow,CWB,60,8,1
Almond,9.42,28.83,19.125,955.56,Mountain,CWB,56.11,7.61,1
Almond,9.58,29.17,19.375,961.11,Mountain,CWB,57.22,7.72,1
Almond,8.62,27.24,17.93,929.05,Alluvial,CWB,50.81,7.08,1
Almond,5,37.33,21.165,1000,Mountain,AW,75,10.33,0
Almond,9.58,29.17,19.375,961.11,Red & Yellow,CWB,57.22,7.72,1
Almond,8.92,27.83,18.375,938.89,Red & Yellow,CWB,52.78,7.28,1
Almond,7.97,25.95,16.96,907.43,Mountain,CFA,46.49,6.65,1
Almond,4,34.67,19.335,925,Mountain,CWA,70,9.67,0
Almond,8.92,27.83,18.375,938.89,Mountain,CWB,52.78,7.28,1
Almond,7.58,25.17,16.375,894.44,Mountain,CWB,43.89,6.39,1
Almond,8.42,26.83,17.625,922.22,Red & Yellow,CWB,49.44,6.94,1
Almond,7.25,24.5,15.875,883.33,Mountain,CWB,41.67,6.17,1
Almond,6,40,23,1075,Laterite,AM,80,11,0
Almond,4.5,36,20.25,962.5,Laterite,BWH,72.5,10,0
Almond,8.83,27.67,18.25,936.11,Mountain,CWB,52.22,7.22,1
Almond,3,32,17.5,850,Red & Yellow,AW,65,9,0
Almond,8.46,26.92,17.69,923.65,Alluvial,CWB,49.73,6.97,1
Almond,8.54,27.08,17.81,926.35,Alluvial,CWB,50.27,7.03,1
Almond,4,34.67,19.335,925,Alluvial,BWH,70,9.67,0
Almond,6,40,23,1075,Red & Yellow,CSA,80,11,0
Almond,3,32,17.5,850,Alluvial,AW,65,9,0
Almond,4,34.67,19.335,925,Red & Yellow,AW,70,9.67,0
Almond,7.42,24.83,16.125,888.89,Mountain,CWB,42.78,6.28,1
Almond,4,34.67,19.335,925,Red & Yellow,BSH,70,9.67,0
Almond,7.83,25.67,16.75,902.78,Red & Yellow,CWB,45.56,6.56,1
Almond,7.57,25.14,16.355,893.92,Mountain,CFA,43.78,6.38,1
Almond,8.33,26.67,17.5,919.44,Red & Yellow,CWB,48.89,6.89,1
Almond,8.14,26.27,17.205,912.84,Mountain,CFA,47.57,6.76,1
Almond,7.75,25.5,16.625,900,Mountain,CWB,45,6.5,1
Almond,4.5,36,20.25,962.5,Laterite,BSH,72.5,10,0
Almond,3,32,17.5,850,Black,BSH,65,9,0
Almond,6,40,23,1075,Alluvial,CWA,80,11,0
Almond,3,32,17.5,850,Alluvial,BSH,65,9,0
Almond,7.25,24.5,15.875,883.33,Red & Yellow,CWB,41.67,6.17,1
Almond,9.83,29.67,19.75,969.44,Mountain,CWB,58.89,7.89,1
Almond,8.86,27.73,18.295,937.16,Alluvial,CWB,52.43,7.24,1
Almond,7.41,24.81,16.11,888.51,Mountain,CFA,42.7,6.27,1
Almond,8.33,26.67,17.5,919.44,Mountain,CWB,48.89,6.89,1
Almond,5,37.33,21.165,1000,Red & Yellow,BSH,75,10.33,0
Dahlia,13.14,32,22.57,700,Laterite,CWB,54,6.8,1
Dahlia,13.45,34.55,24,827.275,Mountain,CWA,59.09,7.82,1
Dahlia,13.28,33.18,23.23,759.09,Alluvial,CWB,56.36,7.27,1
Dahlia,10,36,23,775,Red & Yellow,BSH,65,9,0
Dahlia,13.5,35,24.25,850,Alluvial,CWA,60,8,1
Dahlia,13.02,31,22.01,650,Laterite,AW,52,6.4,1
Dahlia,13.17,32.27,22.72,713.635,Alluvial,AW,54.55,6.91,1
Dahlia,12,40,26,975,Red & Yellow,CSA,80,11,0
Dahlia,12.95,30.45,21.7,622.725,Alluvial,AW,50.91,6.18,1
Dahlia,10.8,37.6,24.2,855,Mountain,AM,71,9.8,0
Dahlia,13.28,33.18,23.23,759.09,Mountain,CWA,56.36,7.27,1
Dahlia,12,40,26,975,Alluvial,BSH,80,11,0
Dahlia,13.5,35,24.25,850,Alluvial,CWB,60,8,1
Dahlia,13.39,34.09,23.74,804.545,Mountain,CWA,58.18,7.64,1
Dahlia,10,36,23,775,Laterite,AM,65,9,0
Dahlia,13.2,32.5,22.85,725,Red & Yellow,AW,55,7,1
Dahlia,12,40,26,975,Laterite,BSH,80,11,0
Dahlia,11,38,24.5,875,Arid,BWH,72.5,10,0
Dahlia,11.5,39,25.25,925,Red & Yellow,AM,76.25,10.5,0
Dahlia,12,40,26,975,Laterite,AM,80,11,0
Dahlia,12,40,26,975,Arid,BWH,80,11,0
Dahlia,11,38,24.5,875,Black,AW,72.5,10,0
Dahlia,13.44,34.5,23.97,825,Red & Yellow,AW,59,7.8,1
Dahlia,11.5,39,25.25,925,Red & Yellow,ET,76.25,10.5,0
Dahlia,13.5,35,24.25,850,Laterite,AW,60,8,1
Dahlia,10.5,37,23.75,825,Red & Yellow,ET,68.75,9.5,0
Dahlia,13.17,32.27,22.72,713.635,Mountain,CFA,54.55,6.91,1
Dahlia,13.23,32.73,22.98,736.365,Alluvial,AW,55.45,7.09,1
Dahlia,13.34,33.64,23.49,781.815,Mountain,CFA,57.27,7.45,1
Dahlia,13.23,32.73,22.98,736.365,Mountain,AW,55.45,7.09,1
Dahlia,13.12,31.82,22.47,690.91,Mountain,CWB,53.64,6.73,1
Dahlia,13.5,35,24.25,850,Mountain,CFA,60,8,1
Dahlia,12.95,30.45,21.7,622.725,Alluvial,CWB,50.91,6.18,1
Dahlia,13.14,32,22.57,700,Laterite,CWA,54,6.8,1
Dahlia,13.14,32,22.57,700,Laterite,AW,54,6.8,1
Dahlia,12.9,30,21.45,600,Mountain,CWA,50,6,1
Dahlia,13.06,31.36,22.21,668.185,Mountain,CWB,52.73,6.55,1
Dahlia,12.9,30,21.45,600,Laterite,AW,50,6,1
Dahlia,13.02,31,22.01,650,Laterite,CWB,52,6.4,1
Dahlia,11.5,39,25.25,925,Laterite,BSH,76.25,10.5,0
Dahlia,11.5,39,25.25,925,Black,CWA,76.25,10.5,0
Dahlia,13.34,33.64,23.49,781.815,Mountain,AW,57.27,7.45,1
Dahlia,13.2,32.5,22.85,725,Laterite,CWA,55,7,1
Dahlia,13.32,33.5,23.41,775,Laterite,CWB,57,7.4,1
Dahlia,11,38,24.5,875,Red & Yellow,CSA,72.5,10,0
Dahlia,11.5,39,25.25,925,Arid,BWH,76.25,10.5,0
Dahlia,11.2,38.4,24.8,895,Alluvial,BWH,74,10.2,0
Dahlia,13.06,31.36,22.21,668.185,Alluvial,AW,52.73,6.55,1
Dahlia,13.17,32.27,22.72,713.635,Mountain,AW,54.55,6.91,1
Dahlia,13.39,34.09,23.74,804.545,Mountain,CWB,58.18,7.64,1
Dahlia,13.28,33.18,23.23,759.09,Alluvial,CWA,56.36,7.27,1
Dahlia,11.5,39,25.25,925,Laterite,BWH,76.25,10.5,0
Dahlia,12.96,30.5,21.73,625,Red & Yellow,CWA,51,6.2,1
Dahlia,13.26,33,23.13,750,Laterite,CWA,56,7.2,1
Dahlia,12.96,30.5,21.73,625,Laterite,AW,51,6.2,1
Dahlia,10.5,37,23.75,825,Arid,BSH,68.75,9.5,0
Dahlia,13.34,33.64,23.49,781.815,Mountain,CWA,57.27,7.45,1
Dahlia,12.95,30.45,21.7,622.725,Mountain,CWA,50.91,6.18,1
Dahlia,13.06,31.36,22.21,668.185,Alluvial,CWB,52.73,6.55,1
Dahlia,13.26,33,23.13,750,Laterite,AW,56,7.2,1
Dahlia,13.17,32.27,22.72,713.635,Alluvial,CWA,54.55,6.91,1
Dahlia,13.45,34.55,24,827.275,Mountain,AW,59.09,7.82,1
Dahlia,10,36,23,775,Laterite,BWH,65,9,0
Dahlia,13.08,31.5,22.29,675,Laterite,CWA,53,6.6,1
Dahlia,11.6,39.2,25.4,935,Alluvial,AM,77,10.6,0
Dahlia,13.45,34.55,24,827.275,Alluvial,AW,59.09,7.82,1
Dahlia,10.5,37,23.75,825,Red & Yellow,AF,68.75,9.5,0
Dahlia,10.5,37,23.75,825,Red & Yellow,AM,68.75,9.5,0
Dahlia,10.5,37,23.75,825,Black,CWA,68.75,9.5,0
Dahlia,12.9,30,21.45,600,Laterite,CWA,50,6,1
Dahlia,13.39,34.09,23.74,804.545,Alluvial,CWB,58.18,7.64,1
Dahlia,10,36,23,775,Arid,BWH,65,9,0
Dahlia,10.5,37,23.75,825,Black,BSH,68.75,9.5,0
Dahlia,11.5,39,25.25,925,Laterite,AM,76.25,10.5,0
Dahlia,12,40,26,975,Black,AW,80,11,0
Dahlia,13.5,35,24.25,850,Laterite,CWB,60,8,1
Dahlia,12.9,30,21.45,600,Mountain,CFA,50,6,1
Dahlia,13.32,33.5,23.41,775,Red & Yellow,CWB,57,7.4,1
Dahlia,12.9,30,21.45,600,Alluvial,AW,50,6,1
Dahlia,10,36,23,775,Alluvial,BWH,65,9,0
Dahlia,10,36,23,775,Red & Yellow,ET,65,9,0
Dahlia,12.96,30.5,21.73,625,Laterite,CWB,51,6.2,1
Dahlia,10,36,23,775,Black,CWA,65,9,0
Dahlia,11.6,39.2,25.4,935,Mountain,AM,77,10.6,0
Dahlia,10,36,23,775,Mountain,ET,65,9,0
Dahlia,13.38,34,23.69,800,Red & Yellow,CWA,58,7.6,1
Dahlia,13.06,31.36,22.21,668.185,Alluvial,CWA,52.73,6.55,1
Dahlia,13.12,31.82,22.47,690.91,Mountain,CFA,53.64,6.73,1
Dahlia,13.28,33.18,23.23,759.09,Alluvial,AW,56.36,7.27,1
Dahlia,13.2,32.5,22.85,725,Red & Yellow,CWA,55,7,1
Dahlia,13.5,35,24.25,850,Red & Yellow,AW,60,8,1
Dahlia,13.45,34.55,24,827.275,Alluvial,CWA,59.09,7.82,1
Dahlia,13.32,33.5,23.41,775,Red & Yellow,CWA,57,7.4,1
Dahlia,13.02,31,22.01,650,Red & Yellow,CWA,52,6.4,1
Dahlia,13.5,35,24.25,850,Laterite,CWA,60,8,1
Dahlia,13.38,34,23.69,800,Red & Yellow,CWB,58,7.6,1
Dahlia,10,36,23,775,Arid,BSH,65,9,0
Dahlia,13.23,32.73,22.98,736.365,Mountain,CWA,55.45,7.09,1
Dahlia,13.06,31.36,22.21,668.185,Mountain,CFA,52.73,6.55,1
Dahlia,13.12,31.82,22.47,690.91,Alluvial,CWA,53.64,6.73,1
Dahlia,12.9,30,21.45,600,Alluvial,CWA,50,6,1
Dahlia,11.5,39,25.25,925,Arid,BSH,76.25,10.5,0
Dahlia,11,38,24.5,875,Red & Yellow,ET,72.5,10,0
Dahlia,11,38,24.5,875,Laterite,BWH,72.5,10,0
Dahlia,10.4,36.8,23.6,815,Mountain,AM,68,9.4,0
Dahlia,13.32,33.5,23.41,775,Laterite,CWA,57,7.4,1
Dahlia,13.23,32.73,22.98,736.365,Alluvial,CWB,55.45,7.09,1
Dahlia,11.2,38.4,24.8,895,Mountain,AM,74,10.2,0
Dahlia,12,40,26,975,Black,BSH,80,11,0
Dahlia,13.34,33.64,23.49,781.815,Mountain,CWB,57.27,7.45,1
Dahlia,13.08,31.5,22.29,675,Laterite,AW,53,6.6,1
Dahlia,10,36,23,775,Red & Yellow,AM,65,9,0
Dahlia,13.38,34,23.69,800,Laterite,AW,58,7.6,1
Dahlia,13.01,30.91,21.96,645.455,Alluvial,AW,51.82,6.36,1
Dahlia,13.06,31.36,22.21,668.185,Mountain,AW,52.73,6.55,1
Dahlia,10.4,36.8,23.6,815,Alluvial,BWH,68,9.4,0
Dahlia,13.02,31,22.01,650,Laterite,CWA,52,6.4,1
Dahlia,12.96,30.5,21.73,625,Red & Yellow,AW,51,6.2,1
Dahlia,11.5,39,25.25,925,Red & Yellow,BSH,76.25,10.5,0
Dahlia,13.02,31,22.01,650,Red & Yellow,AW,52,6.4,1
Dahlia,10.5,37,23.75,825,Black,AW,68.75,9.5,0
Dahlia,12.9,30,21.45,600,Mountain,CWB,50,6,1
Dahlia,10,36,23,775,Mountain,AM,65,9,0
Dahlia,10.5,37,23.75,825,Laterite,BSH,68.75,9.5,0
Dahlia,11.5,39,25.25,925,Red & Yellow,CSA,76.25,10.5,0
Dahlia,11,38,24.5,875,Black,BSH,72.5,10,0
